기지국명,NE_ID,VLAN_ID,IP,GW,RS_IP,DU TYPE,CH_0,CH_1,CH_2
SLR_W해남금풍RA0,539,2328,33.6.131.200,33.6.131.193,10.113.222.8,DU25,850M,850M,
SLR_O해남화산A0,540,2329,33.6.132.8,33.6.132.1,10.113.222.8,DU15,850M,,
SLR_W해남송호RA0,541,2330,33.6.132.72,33.6.132.65,10.113.222.8,DU25,850M,2.1G,
SLR_O해남초송A0,542,2331,33.6.132.136,33.6.132.129,10.113.222.8,DU15,850M,,
SLR_O해남구림A0,543,2332,33.6.132.200,33.6.132.193,10.113.222.8,DU15,850M,,
SLR_O해남석호A0,544,2333,33.6.133.8,33.6.133.1,10.113.222.8,DU15,850M,,
SLR_WA해남송지RA0,545,2334,33.6.133.72,33.6.133.65,10.113.222.8,DU25,850M,850M,
SLR_O해남상공RA0,546,2256,33.6.113.200,33.6.113.193,10.113.222.8,DU15,850M,,
SLR_O해남상등A0,547,2335,33.6.133.136,33.6.133.129,10.113.222.8,DU15,850M,,
SLR_O해남인지A0,548,2336,33.6.133.200,33.6.133.193,10.113.222.8,DU15,850M,2.6G,2.1G
SLR_O해남마산A0,549,2337,33.6.134.8,33.6.134.1,10.113.222.8,DU15,850M,,
SLN_OA해남성산A0,551,2338,33.6.134.72,33.6.134.65,10.113.222.8,DU15,850M,850M,
SL_M해남신죽RA0,552,2220,33.6.104.200,33.6.104.193,10.113.222.8,DU15,850M,,
SLN_OA해남문내동외A0,553,2339,33.6.134.136,33.6.134.129,10.113.222.8,DU15,850M,850M,
SLN_O해남황산송호A0,554,2340,33.6.134.200,33.6.134.193,10.113.222.8,DU15,850M,,
SLN_OA해남북일흥촌A0,555,2341,33.6.135.8,33.6.135.1,10.113.222.8,DU15,850M,850M,
SLN_O해남해리A0,556,2342,33.6.135.72,33.6.135.65,10.113.222.8,DU15,850M,,2.1G
SLN_OA해남현산일평A0,557,2343,33.6.135.136,33.6.135.129,10.113.222.8,DU15,850M,850M,
SLN_O해남북평영전A0,558,2344,33.6.135.200,33.6.135.193,10.113.222.8,DU15,850M,,
SL_M해남황산원호RA0,560,2346,33.6.136.72,33.6.136.65,10.113.222.8,DU15,850M,,
SLN_O화원관광단지A0,562,2348,33.6.136.200,33.6.136.193,10.113.222.8,DU15,850M,,2.1G
SLN_O해남계곡A0,563,2257,33.6.114.8,33.6.114.1,10.113.222.8,DU15,850M,,
SLN_OA해남삼산A0,564,2349,33.6.137.8,33.6.137.1,10.113.222.8,DU15,850M,850M,
SLN_O해남백야A0,565,2350,33.6.137.72,33.6.137.65,10.113.222.8,DU15,850M,,
SLN_OB해남대한조선A0,566,2351,33.6.137.136,33.6.137.129,10.113.222.8,DU15,850M,850M,2.1G
SLN_O영광군남양덕RA0,517,2258,33.6.114.72,33.6.114.65,10.113.223.18,DU15,850M,,
SL_M영광읍내덕호RB0,518,2352,33.6.137.200,33.6.137.193,10.113.223.18,DU15,850M,850M,
SLN_OA영광염산옥실A0,519,2353,33.6.138.8,33.6.138.1,10.113.223.18,DU15,850M,850M,
SLN_O영광군남용암RA0,521,2259,33.6.114.136,33.6.114.129,10.113.223.18,DU15,850M,,
SL_M영광대마월산RC1,522,2234,33.6.108.72,33.6.108.65,10.113.223.18,DU30A,850M,,2.1G
SL_M영광읍내무령RB1,523,2260,33.6.114.200,33.6.114.193,10.113.223.18,DU30A,850M,,
SL_M영광묘량신천RB1,524,2261,33.6.115.8,33.6.115.1,10.113.223.18,DU30A,850M,,
SLN_O영광백바위A0,525,2355,33.6.138.136,33.6.138.129,10.113.223.18,DU15,850M,,
SLR_O영광상낙월A0,526,2356,33.6.138.200,33.6.138.193,10.113.223.18,DU15,850M,,
SLR_O영광백수해안A0,528,2357,33.6.139.8,33.6.139.1,10.113.223.18,DU15,850M,,
SLR_O영광백수길용A0,529,2358,33.6.139.72,33.6.139.65,10.113.223.18,DU15,850M,,
SLR_O영광낙월안마A0,530,2359,33.6.139.136,33.6.139.129,10.113.223.18,DU15,850M,,
SLR_O영광군서마읍RA0,531,2262,33.6.115.72,33.6.115.65,10.113.223.18,DU15,850M,,
SLR_W영광군서남계RB0,532,2360,33.6.139.200,33.6.139.193,10.113.223.18,DU25,850M,,
SLR_O영광홍농A0,533,2361,33.6.140.8,33.6.140.1,10.113.223.18,DU15,850M,,2.1G
SLR_W영광진내RB0,534,2362,33.6.140.72,33.6.140.65,10.113.223.18,DU25,850M,850M,
SLR_W영광신하RB1,536,2263,33.6.115.136,33.6.115.129,10.113.223.18,DU25,850M,850M,
SLR_W영광백학RC0,537,2264,33.6.115.200,33.6.115.193,10.113.223.18,DU25,850M,,2.1G
SL_M함평수하RB0,620,2190,33.6.47.72,33.6.47.65,10.113.223.18,DU15,850M,850M,
SL_M함평월야외치RB0,621,2030,33.6.7.72,33.6.7.65,10.113.223.18,DU15,850M,,2.1G
SL_M함평월야정산RB0,622,2212,33.6.102.200,33.6.102.193,10.113.223.18,DU15,850M,,
SLN_O함평나산이문RA0,623,2265,33.6.116.8,33.6.116.1,10.113.223.18,DU15,850M,,
SL_M함평대동금산RB1,624,2266,33.6.116.72,33.6.116.65,10.113.223.18,DU30A,850M,,
SLN_O함평대동강운RA0,625,2191,33.6.47.136,33.6.47.129,10.113.223.18,DU15,850M,,
SL_M함평나비RB0,626,2267,33.6.116.136,33.6.116.129,10.113.223.18,DU30A,850M,2.6G,2.1G
SLR_O함평원산RA0,628,2268,33.6.116.200,33.6.116.193,10.113.223.18,DU15,850M,,
SLR_W함평산남RB0,632,2269,33.6.117.8,33.6.117.1,10.113.223.18,DU25,850M,850M,
SLR_O함평사거RA0,633,2270,33.6.117.72,33.6.117.65,10.113.223.18,DU15,850M,2.6G,
SLR_W함평문장RB0,634,2271,33.6.117.136,33.6.117.129,10.113.223.18,DU25,850M,,2.1G
SLR_O함평기각RA0,635,2272,33.6.117.200,33.6.117.193,10.113.223.18,DU15,850M,,2.1G
SLR_O함평금계RA0,636,2273,33.6.118.8,33.6.118.1,10.113.223.18,DU15,850M,,
SLR_O고창구시포A0,8192,2102,33.6.25.72,33.6.25.65,10.113.223.38,DU15,850M,,
SLR_W고창덕산A0,8195,2096,33.6.23.208,33.6.23.193,10.113.223.38,DU25,850M,,
SLR_W고창읍내A0,8196,2107,33.6.26.136,33.6.26.129,10.113.223.38,DU25,850M,850M,
SLR_W고창옥산A1,8197,2092,33.6.22.208,33.6.22.193,10.113.223.38,DU25,850M,,
SLR_W고창대산A0,8199,2090,33.6.22.80,33.6.22.65,10.113.223.38,DU25,850M,,
SL_M고창흥덕C0,8200,2094,33.6.23.80,33.6.23.65,10.113.223.38,DU30A,850M,850M,
SL_T고창선운사A0,8202,2105,33.6.26.8,33.6.26.1,10.113.223.38,DU30A,850M,850M,2.1G
SLN_O고창성송면A0,8203,2091,33.6.22.136,33.6.22.129,10.113.223.38,DU15,850M,850M,
SL_M고창고수면A1,8205,2089,33.6.22.16,33.6.22.1,10.113.223.38,DU30A,850M,850M,
SLN_O고창신림세곡A0,8206,2033,33.6.8.8,33.6.8.1,10.113.223.38,DU15,850M,850M,
SLN_O고창아산A0,8207,2093,33.6.23.8,33.6.23.1,10.113.223.38,DU15,850M,850M,
SL_M고창읍내군청B1,8208,2108,33.6.26.200,33.6.26.193,10.113.223.38,DU30A,850M,,2.1G
SLN_O고창부안A0,8209,2095,33.6.23.136,33.6.23.129,10.113.223.38,DU15,850M,850M,
SLN_O고창조동A0,8210,2034,33.6.8.72,33.6.8.65,10.113.223.38,DU15,850M,850M,
SLN_O군산회현면A0,8221,2276,33.6.68.200,33.6.68.193,10.113.224.8,DU15,850M,850M,
SL_M군산옥산A0,8226,2416,33.6.228.200,33.6.228.193,10.113.224.8,DU30A,850M,,
SL_M군산야미도B1,8232,2274,33.6.68.72,33.6.68.65,10.113.224.8,DU30A,850M,,2.1G
SL_O군산서포A0,8237,2156,33.6.188.208,33.6.188.193,10.113.224.8,DU15,850M,2.6G,
SLN_M군산마룡B1,8244,2348,33.6.86.200,33.6.86.193,10.113.224.8,DU30A,850M,850M,
SL_W군산선유도A0,8236,2410,33.6.227.72,33.6.227.65,10.113.224.8,DU25,850M,,2.1G
SLR_O남원금지면A0,8284,2135,33.6.183.136,33.6.183.129,10.113.223.38,DU15,850M,,2.1G
SL_M남원오리정A1,8288,2129,33.6.182.16,33.6.182.1,10.113.223.38,DU30A,850M,,
SLN_O남원대산수덕A0,8290,2131,33.6.182.136,33.6.182.129,10.113.223.38,DU15,850M,850M,
SL_O남원금지귀석A0,8297,2286,33.6.71.72,33.6.71.65,10.113.223.38,DU15,850M,,2.1G
SL_M남원주생지당A1,8304,2130,33.6.182.80,33.6.182.65,10.113.223.38,DU30A,850M,,
SLN_O무주구천동A0,8319,2186,33.6.196.72,33.6.196.65,10.113.229.8,DU15,850M,,2.1G
SLN_O무주안성면A0,8326,2199,33.6.199.136,33.6.199.129,10.113.229.8,DU15,850M,,
SLR_W부안왕등도A0,8331,2117,33.6.29.8,33.6.29.1,10.113.223.38,DU25,850M,,
SLR_O부안곰소A0,8332,2113,33.6.28.8,33.6.28.1,10.113.223.38,DU15,850M,,
SLR_O부안서외A0,8333,2072,33.6.17.208,33.6.17.193,10.113.223.38,DU15,850M,850M,2.1G
SL_W부안운산A0,8334,2118,33.6.29.80,33.6.29.65,10.113.223.38,DU25,850M,850M,
SL_M부안격포C1,8335,2112,33.6.27.200,33.6.27.193,10.113.223.38,DU30A,850M,,
SL_W부안터미널A0,8336,2075,33.6.18.144,33.6.18.129,10.113.223.38,DU25,850M,,2.1G
SLR_O부안덕림A0,8337,2041,33.6.10.16,33.6.10.1,10.113.223.38,DU15,850M,850M,
SL_W부안모항A0,8339,2116,33.6.28.200,33.6.28.193,10.113.223.38,DU25,850M,,
SLN_O부안줄포농공A0,8340,2044,33.6.10.208,33.6.10.193,10.113.223.38,DU15,850M,850M,
SLN_O부안계화창북A0,8342,2073,33.6.18.8,33.6.18.1,10.113.223.38,DU15,850M,850M,
SLN_O부안보안상림A0,8343,2045,33.6.11.16,33.6.11.1,10.113.223.38,DU15,850M,,
SLN_O부안상서통정A0,8344,2077,33.6.19.16,33.6.19.1,10.113.223.38,DU15,850M,850M,
SLN_O부안동진하장A0,8346,2042,33.6.10.72,33.6.10.65,10.113.223.38,DU15,850M,,
SLN_O부안동진동전A0,8347,2074,33.6.18.72,33.6.18.65,10.113.223.38,DU15,850M,,
SLN_O부안백산오곡A0,8348,2043,33.6.10.136,33.6.10.129,10.113.223.38,DU15,850M,,
SLR_W완주안덕A0,8374,2272,33.6.67.208,33.6.67.193,10.113.229.8,DU25,850M,,
SLR_W완주봉동RA0,8385,2280,33.6.69.200,33.6.69.193,10.113.229.8,DU25,850M,850M,
SL_W완주읍내A0,8387,2455,33.6.238.136,33.6.238.129,10.113.229.8,DU25,850M,,2.1G
SL_O완주소양해월A0,8388,2141,33.6.185.8,33.6.185.8,10.113.229.8,DU15,850M,,2.1G
SL_O완주상관신리A1,8394,2139,33.6.184.144,33.6.184.144,10.113.229.8,DU15,850M,,
SL_M익산호산C1,8416,2010,33.6.2.72,33.6.2.65,10.113.224.8,DU30A,850M,,
SLR_W익산함열B0,8417,2013,33.6.3.8,33.6.3.1,10.113.224.8,DU25,850M,850M,
SLN_O익산함라면A0,8418,2012,33.6.2.200,33.6.2.193,10.113.224.8,DU15,850M,850M,
SL_O익산임상B0,8421,2015,33.6.3.136,33.6.3.129,10.113.224.8,DU15,850M,,
SLN_O익산웅포제성A0,8424,2003,33.6.0.136,33.6.0.129,10.113.224.8,DU15,850M,850M,
SLN_O익산웅포A0,8425,2001,33.6.0.8,33.6.0.1,10.113.224.8,DU15,850M,850M,
SL_M익산용안교동A0,8426,2004,33.6.0.200,33.6.0.193,10.113.224.8,DU30A,850M,850M,
SLR_O익산여산A0,8430,2009,33.6.2.8,33.6.2.1,10.113.224.8,DU15,850M,,
SLN_O익산삼기기산A0,8433,2014,33.6.3.72,33.6.3.65,10.113.224.8,DU15,850M,850M,
SL_M익산망성장선B1,8434,2007,33.6.1.136,33.6.1.129,10.113.224.8,DU30A,850M,,
SLN_O익산낭산석천A0,8436,2008,33.6.1.200,33.6.1.193,10.113.224.8,DU15,850M,,
SL_O익산낭산삼담A1,8437,2006,33.6.1.72,33.6.1.65,10.113.224.8,DU15,850M,,
SL_M익산금마C0,8438,2017,33.6.4.8,33.6.4.1,10.113.224.8,DU30A,850M,850M,
SL_M익산광암RB0,8439,2018,33.6.4.72,33.6.4.65,10.113.224.8,DU30A,850M,,
SLR_W임실읍내A0,8451,2146,33.6.186.72,33.6.186.72,10.113.223.38,DU25,850M,,2.1G
SL_O임실사선대A1,8454,2145,33.6.186.16,33.6.186.16,10.113.229.8,DU15,850M,850M,
SL_M임실성수월평A0,8456,2143,33.6.185.136,33.6.185.136,10.113.223.38,DU30A,850M,,2.1G
SLR_W김제황산A0,8257,2029,33.6.7.8,33.6.7.1,10.113.223.38,DU25,850M,2.6G,
SL_O김제죽산A1,8260,2037,33.6.9.16,33.6.9.1,10.113.223.38,DU15,850M,,
SL_M김제원평C1,8263,2035,33.6.8.144,33.6.8.129,10.113.223.38,DU30A,850M,,
SLR_W김제영상B0,8266,2027,33.6.6.136,33.6.6.129,10.113.223.38,DU25,850M,850M,
SLR_W김제만경A0,8273,2085,33.6.21.24,33.6.21.1,10.113.223.38,DU25,850M,,
SL_M서귀성산수산RA0,24576,2377,33.6.94.8,33.6.94.1,10.113.226.8,DU30A,850M,850M,
SLR_OA장성선적RA0,510,2210,33.6.102.72,33.6.102.65,10.113.223.18,DU15,850M,850M,
SLR_W나주교원RA0,491,2161,33.6.40.8,33.6.40.1,10.113.99.118,DU25,850M,850M,
SLR_O영암시종금지RA0,117,2189,33.6.47.8,33.6.47.1,10.113.99.118,DU15,850M,,
SL_O여수우두RB2,658,2221,33.6.55.16,33.6.55.1,10.113.228.8,DU15,850M,,
SL_M제주한림금악E0,24593,2352,33.6.87.208,33.6.87.193,10.113.226.8,DU30A,850M,,
SL_M제주조천RA1,24595,2319,33.6.79.144,33.6.79.129,10.113.226.8,DU30A,850M,850M,2.1G
SL_M제주구좌평대RA1,24597,2323,33.6.80.144,33.6.80.129,10.113.226.8,DU30A,850M,,
SLB_O광양칠성RA4,670,2293,33.6.73.8,33.6.73.1,10.113.223.28,DU15,850M,2.6G,
SLN_OB나주궁원RA0,476,2172,33.6.42.200,33.6.42.193,10.113.99.118,DU15,850M,850M,2.1G
SL_M서귀영어마을RA0,24756,2368,33.6.91.200,33.6.91.193,10.113.99.118,DU30A,850M,,2.1G
SL_M영광묘량신천RB0,24766,2261,33.6.115.16,33.6.115.1,10.113.223.18,DU30A,850M,2.6G,
SL_M영광읍내무령RB0,24767,2260,33.6.114.208,33.6.114.193,10.113.223.18,DU30A,850M,2.6G,
SL_M담양의항RC0,819,2119,33.6.179.144,33.6.179.129,10.113.223.18,DU30A,850M,2.6G,
SL_M광양ICRD0,41700,2301,33.6.75.16,33.6.75.1,10.113.223.28,DU30A,850M,2.6G,
SL_M광양ICRD1,41701,2301,33.6.75.24,33.6.75.1,10.113.223.28,DU30A,850M,2.6G,
SL_O광양진월망덕RB0,41702,2299,33.6.74.136,33.6.74.129,10.113.223.28,DU15,850M,2.6G,
SL_M영암삼호난전RA1,199,2274,33.6.118.72,33.6.118.65,10.113.99.118,DU30A,850M,2.6G,
SL_M영암삼호난전RA0,106,2274,33.6.118.80,33.6.118.65,10.113.99.118,DU30A,850M,2.6G,
SLR_W영암산호RA0,195,2275,33.6.118.136,33.6.118.129,10.113.99.118,DU25,850M,2.6G,
SL_M영암산호RB0,107,2275,33.6.118.144,33.6.118.129,10.113.99.118,DU30A,850M,2.6G,
SLR_W영암조선소RA0,196,2276,33.6.118.200,33.6.118.193,10.113.99.118,DU25,850M,2.6G,2.1G
SL_M영암조선소B0,108,1197,10.111.49.24,10.111.49.1,10.113.99.118,DU30A,850M,2.6G,2.1G
SL_M영암조선소B1,109,1197,10.111.49.32,10.111.49.1,10.113.99.118,DU30A,850M,2.6G,
SLR_W여수향일암RA0,397,2224,33.6.55.200,33.6.55.193,10.113.228.8,DU25,850M,2.6G,2.1G
SLB_W광주오치뱅크B7,33216,1012,10.110.2.244,10.110.2.193,10.113.227.8,DU25,850M,2.6G,2.1G
SLB_W광주첨단뱅크B1,33213,1042,10.110.10.80,10.110.10.65,10.113.227.8,DU25,850M,2.6G,2.1G
SLB_W광주첨단뱅크B2,33214,1042,10.110.10.88,10.110.10.65,10.113.227.8,DU25,850M,2.6G,2.1G
SL_M영암세한대RB0,197,2277,33.6.119.8,33.6.119.1,10.113.99.118,DU30A,850M,,2.1G
SLR_W영암세한대RA0,110,2277,33.6.119.16,33.6.119.1,10.113.99.118,DU25,850M,2.6G,2.1G
SL_O영암F1경주장RB0,956,2278,33.6.119.72,33.6.119.65,10.113.99.118,DU15,850M,,
SLR_W영암F1경주장RA0,111,2278,33.6.119.80,33.6.119.65,10.113.99.118,DU25,850M,2.6G,
SLR_W영암군서RA0,181,2279,33.6.119.136,33.6.119.129,10.113.99.118,DU25,850M,2.6G,
SL_O장성용강RB0,313,2205,33.6.101.16,33.6.101.1,10.113.223.18,DU15,850M,2.6G,
SLN_O목포달리도tA0,116,2136,33.6.33.200,33.6.33.193,10.113.222.8,DU15,850M,,2.1G
SLN_O완도여서도A0,318,2311,33.6.127.136,33.6.127.129,10.113.222.8,DU15,850M,2.6G,2.1G
SLN_O신안대둔도tA0,319,2433,33.6.208.8,33.6.208.1,10.113.222.8,DU15,850M,,
SLB_W나주혁신A0,320,1398,10.111.99.72,10.111.99.65,10.113.99.118,DU25,850M,2.6G,
SLB_W나주혁신A1,321,1398,10.111.99.80,10.111.99.65,10.113.99.118,DU25,850M,2.6G,2.1G
SLB_W나주혁신RA2,322,2163,33.6.40.136,33.6.40.129,10.113.99.118,DU25,850M,2.6G,
SLB_W전북혁신뱅크A0,50141,1740,10.110.184.200,10.110.184.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLB_W전북혁신뱅크A1,50142,1740,10.110.184.208,10.110.184.193,10.113.229.8,DU25,850M,2.6G,2.1G
SLN_O신안만재도tA0,317,2410,33.6.202.72,33.6.202.65,10.113.222.8,DU15,850M,,
SLR_O광주무등북봉A0,323,1050,10.110.12.72,10.110.12.65,10.113.99.88,DU15,850M,,
SLR_O진도독거도A0,689,2411,33.6.202.136,33.6.202.129,10.113.222.8,DU15,850M,,2.1G
SL_O김제효정B1,8474,2080,33.6.19.208,33.6.19.193,10.113.223.38,DU15,850M,2.6G,
SL_M김제황산A0,8476,2029,33.6.7.16,33.6.7.1,10.113.223.38,DU30A,850M,2.6G,
SLB_W광주중흥국사B0,16790,1051,10.110.12.136,10.110.12.129,10.113.225.8,DU25,850M,2.6G,2.1G
SLB_W광주중흥국사B1,16791,1051,10.110.12.144,10.110.12.129,10.113.225.8,DU25,850M,2.6G,2.1G
SLB_W광주중흥국사B2,16792,1051,10.110.12.152,10.110.12.129,10.113.225.8,DU25,850M,2.6G,2.1G
SL_M군산옥봉A0,8213,2275,33.6.68.136,33.6.68.129,10.113.224.8,DU30A,850M,2.6G,2.1G
SL_M영암조선소C0,244,1197,10.111.49.40,10.111.49.1,10.113.99.118,DU30A,850M,2.6G,
SL_M완주이서금평B0,50144,2285,33.6.71.24,33.6.71.1,10.113.229.8,DU30A,850M,2.6G,
SL_M완주이서금평C1,50143,2285,33.6.71.16,33.6.71.1,10.113.229.8,DU30A,850M,850M,
SLB_O제주노형뱅크A5,24771,1979,10.110.244.176,10.110.244.129,10.113.226.8,DU15,850M,2.6G,2.1G
SLR_W완주이서금평A0,50145,2285,33.6.71.8,33.6.71.1,10.113.229.8,DU25,850M,2.6G,
SL_M완주이서금평B1,50146,2285,33.6.71.32,33.6.71.1,10.113.229.8,DU30A,850M,2.6G,2.1G
SLB_W광주오치뱅크B1,33217,1012,10.110.2.240,10.110.2.193,10.113.227.8,DU25,850M,2.6G,2.1G
SLB_W광주오치뱅크B2,33219,1046,10.110.11.118,10.110.11.65,10.113.227.8,DU25,850M,2.6G,2.1G
SLR_O진도대마도A0,961,2412,33.6.202.200,33.6.202.193,10.113.222.8,DU15,850M,,
SL_W담양담양RB1,821,2261,33.6.65.16,33.6.65.1,10.113.223.18,DU25,850M,2.6G,2.1G
SLR_O여수여자도RA0,41518,2245,33.6.61.8,33.6.61.1,10.113.228.8,DU15,850M,,
SLR_O여수화태도RA0,41519,2390,33.6.97.72,33.6.97.65,10.113.228.8,DU15,850M,,
SLR_O여수적금도RA0,41520,2257,33.6.64.8,33.6.64.1,10.113.228.8,DU15,850M,,
SLR_O고흥시산도A0,324,2529,33.26.1.8,33.26.1.1,10.113.99.88,DU15,850M,,
SLR_O완도보길정자A0,325,2318,33.6.129.72,33.6.129.65,10.113.222.8,DU15,850M,2.6G,
SLR_O목포외달도A0,326,2134,33.6.33.72,33.6.33.65,10.113.222.8,DU15,850M,,
SLR_O해남어불도A0,327,2363,33.6.140.136,33.6.140.129,10.113.222.8,DU15,850M,,
SLR_O진도맹골죽도A0,328,2413,33.6.203.8,33.6.203.1,10.113.222.8,DU15,850M,,
SLB_O전북혁신뱅크A3,50150,2281,33.6.70.8,33.6.70.8,10.113.229.8,DU15,850M,2.6G,2.1G
SLR_O완도덕우도A0,400,2088,33.6.171.200,33.6.171.193,10.113.222.8,DU15,850M,,
SLR_O보성장도A0,401,2254,33.6.63.72,33.6.63.65,10.113.99.88,DU15,850M,,
SLR_O신안마진도A0,402,2414,33.6.203.72,33.6.203.65,10.113.222.8,DU15,850M,,
SLR_O신안암태당사A0,403,2415,33.6.203.136,33.6.203.129,10.113.222.8,DU15,850M,,
SLR_O신안상태도A0,404,2416,33.6.203.200,33.6.203.193,10.113.222.8,DU15,850M,,
SLR_W신안다물도RA0,405,2434,33.6.208.72,33.6.208.65,10.113.222.8,DU25,850M,,
SL_W제주애월신엄RA0,24772,2335,33.6.83.136,33.6.83.129,10.113.226.8,DU25,850M,850M,
SL_W제주한림시장A0,24774,2337,33.6.84.8,33.6.84.1,10.113.226.8,DU25,850M,850M,
SL_W제주한림교차A0,24775,2338,33.6.84.72,33.6.84.65,10.113.226.8,DU25,850M,850M,
SL_W서귀색달중산A0,24776,1985,10.110.246.8,10.110.246.1,10.113.99.118,DU25,850M,,
SLR_O서귀남원위미2A0,24777,2360,33.6.89.200,33.6.89.193,10.113.99.118,DU15,850M,,
SLR_W서귀성산고성A0,24778,2373,33.6.93.8,33.6.93.1,10.113.226.8,DU25,850M,,2.1G
SL_W제주구좌월정RA0,24779,2322,33.6.80.72,33.6.80.65,10.113.226.8,DU25,850M,850M,2.1G
SLR_O서귀안덕상창A0,24780,2381,33.6.95.8,33.6.95.1,10.113.226.8,DU15,850M,,
SLR_O여수상화도RA0,41054,2242,33.6.60.72,33.6.60.65,10.113.228.8,DU15,850M,,
SLR_O여수제도RA0,41055,2205,33.6.51.16,33.6.51.1,10.113.228.8,DU15,850M,,2.1G
SLR_O신안임자수도A0,436,2435,33.6.208.136,33.6.208.129,10.113.222.8,DU15,850M,,
SLR_O신안고이도A0,437,2417,33.6.204.8,33.6.204.1,10.113.222.8,DU15,850M,,
SLR_O신안매화도A0,438,2418,33.6.204.72,33.6.204.65,10.113.222.8,DU15,850M,,
SLR_O신안하의신도A0,439,2419,33.6.204.136,33.6.204.129,10.113.222.8,DU15,850M,,
SLR_O신안증도화도A0,440,2420,33.6.204.200,33.6.204.193,10.113.222.8,DU15,850M,,
SLR_O신안어의도A0,441,2421,33.6.205.8,33.6.205.1,10.113.222.8,DU15,850M,,
SLR_O고흥연홍도A0,329,2530,33.26.1.72,33.26.1.65,10.113.99.88,DU15,850M,,
SLR_O완도충도A0,630,2533,33.26.2.8,33.26.2.1,10.113.222.8,DU15,850M,,
SLR_O목포율도A0,645,2135,33.6.33.136,33.6.33.129,10.113.222.8,DU15,850M,,
SLR_O서귀대정상모A0,24781,2369,33.6.92.16,33.6.92.1,10.113.99.118,DU15,850M,850M,
SL_W서귀대정신도RC0,24782,2370,33.6.92.72,33.6.92.65,10.113.99.118,DU25,850M,850M,
SL_W서귀안덕덕수RC0,24783,2380,33.6.94.200,33.6.94.193,10.113.99.118,DU25,850M,,2.1G
SL_W제주구좌만장RA0,24784,2339,33.6.84.136,33.6.84.129,10.113.226.8,DU25,850M,,
SLR_O제주구좌세화A0,24785,2340,33.6.84.200,33.6.84.193,10.113.226.8,DU15,850M,850M,
SLR_O제주봉개절물A0,24787,1995,10.110.248.136,10.110.248.129,10.113.226.8,DU15,850M,2.6G,
SLR_O서귀강정초A0,24788,1996,10.110.248.200,10.110.248.193,10.113.99.118,DU15,850M,2.6G,
SL_W제주유수암RA0,24789,2333,33.6.83.8,33.6.83.1,10.113.226.8,DU25,850M,850M,
SLR_W제주추자신양A0,24790,2334,33.6.83.72,33.6.83.65,10.113.226.8,DU25,850M,,2.1G
SLR_O제주한경조수A0,24791,2341,33.6.85.8,33.6.85.1,10.113.226.8,DU15,850M,,
SL_O서귀대정마라도A0,24792,2372,33.6.92.208,33.6.92.193,10.113.226.8,DU15,850M,,
SL_M제주용담사로A0,24793,1976,10.110.243.200,10.110.243.193,10.113.99.88,DU30A,850M,2.6G,
SLR_O해남상마도A0,700,2364,33.6.140.200,33.6.140.193,10.113.222.8,DU15,850M,,
SLR_O진도성남도A0,822,2422,33.6.205.72,33.6.205.65,10.113.222.8,DU15,850M,,2.1G
SLR_O완도대모도A0,641,2317,33.6.129.8,33.6.129.1,10.113.222.8,DU15,850M,,
SLR_O영광송이도A0,24794,2365,33.6.141.8,33.6.141.1,10.113.223.18,DU15,850M,,
SLB_O전북혁신뱅크A4,50151,1740,10.110.184.202,10.110.184.193,10.113.229.8,DU15,850M,2.6G,2.1G
SLB_O전북혁신뱅크A5,50152,1740,10.110.184.204,10.110.184.193,10.113.229.8,DU15,850M,2.6G,
SLR_O진도관사도A0,640,2423,33.6.205.136,33.6.205.129,10.113.222.8,DU15,850M,,
SL_W제주한림협재A0,24795,2328,33.6.81.200,33.6.81.193,10.113.226.8,DU25,850M,850M,
SLR_O여수율촌조화RA0,41056,2246,33.6.61.72,33.6.61.65,10.113.228.8,DU15,850M,2.6G,2.1G
SLR_O고창평지A0,50153,2109,33.6.27.8,33.6.27.1,10.113.223.38,DU15,850M,,
SL_M완주현대차A0,50135,2346,33.6.86.72,33.6.86.65,10.113.229.8,DU30A,850M,,2.1G
SL_W순천뉴코아A2,41057,1161,10.110.40.8,10.110.40.1,10.113.228.8,DU25,850M,2.6G,2.1G
SL_W순천남내A1,41058,1154,10.110.38.72,10.110.38.65,10.113.228.8,DU25,850M,2.6G,
SL_O장성상무동춘A0,330,2298,33.6.124.72,33.6.124.65,10.113.223.18,DU15,850M,2.6G,2.1G
SLR_W순천인월RA0,41521,2051,33.6.162.136,33.6.162.129,10.113.228.8,DU25,850M,2.6G,
SLR_O순천교량RA0,41523,2044,33.6.160.200,33.6.160.193,10.113.228.8,DU15,850M,2.6G,
SL_O순천별량쌍림RB0,41524,2063,33.6.165.144,33.6.165.129,10.113.228.8,DU15,850M,,
SLR_O고흥득량도A0,485,2531,33.26.1.136,33.26.1.129,10.113.99.88,DU15,850M,,
SLR_O광양매화A0,41525,1389,10.110.97.8,10.110.97.1,10.113.223.28,DU15,850M,2.6G,
SLB_W제주노형뱅크B0,24796,1957,10.110.239.8,10.110.239.1,10.113.226.8,DU25,850M,2.6G,2.1G
SLR_O제주구좌동복A0,24799,2305,33.6.76.8,33.6.76.1,10.113.226.8,DU15,850M,,
SLR_W제주우도연평A0,24801,2306,33.6.76.72,33.6.76.65,10.113.226.8,DU25,850M,,2.1G
